Given1,Given2,Gender,Py1,Py2,IPA1,IPA2,open_syll_p,hi_nuc_p,bk_nuc_p,rd_nuc_p,ons_p,obsr_ons_p,non_cor_ons_p
停,云,0,tíng,yún,tʰiŋ,yn,0.0,1.0,0.0,0.5,0.5,1.0,0.0
鸿,章,0,hóng,zhāng,xuŋ,tʂaŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.5
里,0,0,lǐ,0,li,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
爱,文,0,ài,wén,aj,wən,0.5,0.0,0.0,0.0,0.0,0,0
卓,美,0,zhuó,měi,tʂwo,mej,1.0,0.0,0.5,0.5,1.0,0.5,0.5
芳,玉,0,fāng,yù,faŋ,y,0.5,0.5,0.0,0.5,0.5,1.0,1.0
惟,乐,0,wéi,lè,wej,lɤ,1.0,0.0,0.5,0.0,0.5,0.0,0.0
玖,0,0,jiǔ,0,tɕjəw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
履,容,0,lǚ,róng,ly,ʐuŋ,0.5,1.0,0.5,1.0,1.0,0.5,0.0
花,女,0,huā,nǚ,xwa,ny,1.0,0.5,0.0,0.5,1.0,0.5,0.5
素,琴,0,sù,qín,su,tɕʰin,0.5,1.0,0.5,0.5,1.0,1.0,0.0
慕,熙,0,mù,xī,mu,ɕi,1.0,1.0,0.5,0.5,1.0,0.5,0.5
兰,田,0,lán,tián,lan,tʰjɛn,0.0,0.0,0.0,0.0,1.0,0.5,0.0
前,0,0,qián,0,tɕʰjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
宝,花,0,bǎo,huā,paw,xwa,1.0,0.0,0.0,0.0,1.0,1.0,1.0
志,娟,0,zhì,juān,tʂʅ,tɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
英,才,0,yīng,cái,iŋ,tsʰaj,0.5,0.5,0.0,0.0,0.5,1.0,0.0
倬,云,0,zhuō,yún,tʂwo,yn,0.5,0.5,0.5,1.0,0.5,1.0,0.0
雅,琴,0,yǎ,qín,ja,tɕʰin,0.5,0.5,0.0,0.0,0.5,1.0,0.0
兖,生,0,yǎn,shēng,jɛn,ʂəŋ,0.0,0.0,0.0,0.0,0.5,1.0,0.0
凤,岭,0,fèng,lǐng,fəŋ,liŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
淑,德,0,shū,dé,ʂu,tɤ,1.0,0.5,1.0,0.5,1.0,1.0,0.0
香,梅,0,xiāng,méi,ɕjɑŋ,mej,0.5,0.0,0.5,0.0,1.0,0.5,0.5
志,鹃,0,zhì,juān,tʂʅ,tɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
师,贞,0,shī,zhēn,ʂʅ,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
煊,南,0,xuān,nán,ɕɥan,nan,0.0,0.0,0.0,0.0,1.0,0.5,0.0
冰,炎,0,bīng,yán,piŋ,jɛn,0.0,0.5,0.0,0.0,0.5,1.0,1.0
理,达,0,lǐ,dá,li,ta,1.0,0.5,0.0,0.0,1.0,0.5,0.0
淹,0,0,yān,0,jɛn,0,0.0,0.0,0.0,0.0,0.0,0,0
国,英,0,guó,yīng,kwo,iŋ,0.5,0.5,0.5,0.5,0.5,1.0,1.0
哲,0,0,zhé,0,tʂɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
静,秋,0,jìng,qiū,tɕiŋ,tɕʰjəw,0.5,0.5,0.0,0.0,1.0,1.0,0.0
家,秀,0,jiā,xiù,tɕja,ɕjəw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
梅,炎,0,méi,yán,mej,jɛn,0.5,0.0,0.0,0.0,0.5,0.0,1.0
可,珠,0,kě,zhū,kʰɤ,tʂu,1.0,0.5,1.0,0.5,1.0,1.0,0.5
宝,玖,0,bǎo,jiǔ,paw,tɕjəw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
笑,笑,0,xiào,xiào,ɕjaw,ɕjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
瑛,0,0,yīng,0,iŋ,0,0.0,1.0,0.0,0.0,0.0,0,0
意,之,0,yì,zhī,i,tʂʅ,1.0,0.5,0.0,0.0,0.5,1.0,0.0
璧,辉,0,bì,huī,pi,xwej,1.0,0.5,0.0,0.0,1.0,1.0,1.0
娟,华,0,juān,huá,tɕɥan,xwa,0.5,0.0,0.0,0.0,1.0,1.0,0.5
黎,民,0,lí,mín,li,min,0.5,1.0,0.0,0.0,1.0,0.0,0.5
筱,芝,0,xiǎo,zhī,ɕjaw,tʂʅ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
寄,谦,0,jì,qiān,tɕi,tɕʰjɛn,0.5,0.5,0.0,0.0,1.0,1.0,0.0
小,梨,0,xiǎo,lí,ɕjaw,li,1.0,0.5,0.0,0.0,1.0,0.5,0.0
曼,丽,0,màn,lì,man,li,0.5,0.5,0.0,0.0,1.0,0.0,0.5
裕,彤,0,yù,tóng,y,tʰuŋ,0.5,1.0,0.5,1.0,0.5,1.0,0.0
哲,明,0,zhé,míng,tʂɤ,miŋ,0.5,0.5,0.5,0.0,1.0,0.5,0.5
长,玉,0,cháng,yù,tʂʰaŋ,y,0.5,0.5,0.0,0.5,0.5,1.0,0.0
如,瑾,0,rú,jǐn,ʐu,tɕin,0.5,1.0,0.5,0.5,1.0,1.0,0.0
桢,秀,0,zhēn,xiù,tʂən,ɕjəw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
子,君,0,zǐ,jūn,tsɿ,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
坚,白,0,jiān,bái,tɕjɛn,paj,0.5,0.0,0.0,0.0,1.0,1.0,0.5
荫,萱,0,yīn,xuān,in,ɕɥan,0.0,0.5,0.0,0.0,0.5,1.0,0.0
香,琴,0,xiāng,qín,ɕjɑŋ,tɕʰin,0.0,0.5,0.5,0.0,1.0,1.0,0.0
惜,芬,0,xī,fēn,ɕi,fən,0.5,0.5,0.0,0.0,1.0,1.0,0.5
鸿,英,0,hóng,yīng,xuŋ,iŋ,0.0,1.0,0.5,0.5,0.5,1.0,1.0
慧,敏,0,huì,mǐn,xwej,min,0.5,0.5,0.0,0.0,1.0,0.5,1.0
丽,华,0,lì,huá,li,xwa,1.0,0.5,0.0,0.0,1.0,0.5,0.5
普,0,0,pǔ,0,pʰu,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
嘉,莹,0,jiā,yíng,tɕja,iŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
幼,殊,0,yòu,shū,jəw,ʂu,1.0,0.5,0.5,0.5,0.5,1.0,0.0
淑,元,0,shū,yuán,ʂu,ɥan,0.5,0.5,0.5,0.5,0.5,1.0,0.0
金,萱,0,jīn,xuān,tɕin,ɕɥan,0.0,0.5,0.0,0.0,1.0,1.0,0.0
婉,珍,0,wǎn,zhēn,wan,tʂən,0.0,0.0,0.0,0.0,0.5,1.0,0.0
佳,楣,0,jiā,méi,tɕja,mej,1.0,0.0,0.0,0.0,1.0,0.5,0.5
罗,莲,0,luó,lián,lwo,ljɛn,0.5,0.0,0.5,0.5,1.0,0.0,0.0
志,美,0,zhì,měi,tʂʅ,mej,1.0,0.0,0.0,0.0,1.0,0.5,0.5
芝,琴,0,zhī,qín,tʂʅ,tɕʰin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
凤,楼,0,fèng,lóu,fəŋ,low,0.5,0.0,0.5,0.5,1.0,0.5,0.5
桂,舫,0,guì,fǎng,kwej,faŋ,0.5,0.0,0.0,0.0,1.0,1.0,1.0
慎,之,0,shèn,zhī,ʂən,tʂʅ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
鸾,0,0,luán,0,lwan,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
国,琼,0,guó,qióng,kwo,tɕʰyŋ,0.5,0.5,0.5,1.0,1.0,1.0,0.5
懿,龄,0,yì,líng,i,liŋ,0.5,1.0,0.0,0.0,0.5,0.0,0.0
哲,洪,0,zhé,hóng,tʂɤ,xuŋ,0.5,0.5,1.0,0.5,1.0,1.0,0.5
桂,卿,0,guì,qīng,kwej,tɕʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
寿,蘐,0,shòu,xuān,ʂow,ɕɥan,0.5,0.0,0.5,0.5,1.0,1.0,0.0
丽,庄,0,lì,zhuāng,li,tʂwaŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.0
碧,辉,0,bì,huī,pi,xwej,1.0,0.5,0.0,0.0,1.0,1.0,1.0
菊,芳,0,jú,fāng,tɕy,faŋ,0.5,0.5,0.0,0.5,1.0,1.0,0.5
慎,0,0,shèn,0,ʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
书,舫,0,shū,fǎng,ʂu,faŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
敬,之,0,jìng,zhī,tɕiŋ,tʂʅ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
秋,心,0,qiū,xīn,tɕʰjəw,ɕin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
莉,影,0,lì,yǐng,li,iŋ,0.5,1.0,0.0,0.0,0.5,0.0,0.0
少,卿,0,shǎo,qīng,ʂaw,tɕʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
婉,华,0,wǎn,huá,wan,xwa,0.5,0.0,0.0,0.0,0.5,1.0,1.0
淑,贞,0,shū,zhēn,ʂu,tʂən,0.5,0.5,0.5,0.5,1.0,1.0,0.0
羽,生,0,yǔ,shēng,y,ʂəŋ,0.5,0.5,0.0,0.5,0.5,1.0,0.0
堪,0,0,kān,0,kʰan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
兰,英,0,lán,yīng,lan,iŋ,0.0,0.5,0.0,0.0,0.5,0.0,0.0
小,丛,0,xiǎo,cóng,ɕjaw,tsʰuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
海,源,0,hǎi,yuán,xaj,ɥan,0.5,0.0,0.0,0.0,0.5,1.0,1.0
维,雁,0,wéi,yàn,wej,jɛn,0.5,0.0,0.0,0.0,0.0,0,0
培,根,0,péi,gēn,pʰej,kən,0.5,0.0,0.0,0.0,1.0,1.0,1.0
邦,媛,0,bāng,yuán,paŋ,ɥan,0.0,0.0,0.0,0.0,0.5,1.0,1.0
毓,兰,0,yù,lán,y,lan,0.5,0.5,0.0,0.5,0.5,0.0,0.0
彩,琴,0,cǎi,qín,tsʰaj,tɕʰin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
兰,芳,0,lán,fāng,lan,faŋ,0.0,0.0,0.0,0.0,1.0,0.5,0.5
慧,芬,0,huì,fēn,xwej,fən,0.5,0.0,0.0,0.0,1.0,1.0,1.0
士,远,0,shì,yuǎn,ʂʅ,ɥan,0.5,0.0,0.0,0.0,0.5,1.0,0.0
宛,苏,0,wǎn,sū,wan,su,0.5,0.5,0.5,0.5,0.5,1.0,0.0
心,让,0,xīn,ràng,ɕin,ʐaŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
晋,0,0,jìn,0,tɕin,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
月,秋,0,yuè,qiū,ɥɛ,tɕʰjəw,1.0,0.0,0.0,0.0,0.5,1.0,0.0
元,桂,0,yuán,guì,ɥan,kwej,0.5,0.0,0.0,0.0,0.5,1.0,1.0
蛟,0,0,jiāo,0,tɕjaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
碧,莲,0,bì,lián,pi,ljɛn,0.5,0.5,0.0,0.0,1.0,0.5,0.5
忆,湘,0,yì,xiāng,i,ɕjɑŋ,0.5,0.5,0.5,0.0,0.5,1.0,0.0
静,文,0,jìng,wén,tɕiŋ,wən,0.0,0.5,0.0,0.0,0.5,1.0,0.0
清,芳,0,qīng,fāng,tɕʰiŋ,faŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
静,远,0,jìng,yuǎn,tɕiŋ,ɥan,0.0,0.5,0.0,0.0,0.5,1.0,0.0
亚,美,0,yà,měi,ja,mej,1.0,0.0,0.0,0.0,0.5,0.0,1.0
慧,敏,0,huì,mǐn,xwej,min,0.5,0.5,0.0,0.0,1.0,0.5,1.0
玉,玲,0,yù,líng,y,liŋ,0.5,1.0,0.0,0.5,0.5,0.0,0.0
蓝,丁,0,lán,dīng,lan,tiŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.0
继,璘,0,jì,lín,tɕi,lin,0.5,1.0,0.0,0.0,1.0,0.5,0.0
畴,0,0,chóu,0,tʂʰow,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
昌,秀,0,chāng,xiù,tʂʰaŋ,ɕjəw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
绮,0,0,qǐ,0,tɕʰi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
敏,贞,0,mǐn,zhēn,min,tʂən,0.0,0.5,0.0,0.0,1.0,0.5,0.5
长,民,0,cháng,mín,tʂʰaŋ,min,0.0,0.5,0.0,0.0,1.0,0.5,0.5
星,南,0,xīng,nán,ɕiŋ,nan,0.0,0.5,0.0,0.0,1.0,0.5,0.0
宗,善,0,zōng,shàn,tsuŋ,ʂan,0.0,0.5,0.5,0.5,1.0,1.0,0.0
爱,花,0,ài,huā,aj,xwa,1.0,0.0,0.0,0.0,0.5,1.0,1.0
琴,和,0,qín,hé,tɕʰin,xɤ,0.5,0.5,0.5,0.0,1.0,1.0,0.5
宪,刚,0,xiàn,gāng,ɕjɛn,kaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
凌,0,0,líng,0,liŋ,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
菊,香,0,jú,xiāng,tɕy,ɕjɑŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
家,社,0,jiā,shè,tɕja,ʂɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.0
化,0,0,huà,0,xwa,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
彩,莲,0,cǎi,lián,tsʰaj,ljɛn,0.5,0.0,0.0,0.0,1.0,0.5,0.0
绥,圻,0,suí,qí,swej,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
思,齐,0,sī,qí,sɿ,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
雪,华,0,xuě,huá,ɕɥɛ,xwa,1.0,0.0,0.0,0.0,1.0,1.0,0.5
乃,琳,0,nǎi,lín,naj,lin,0.5,0.5,0.0,0.0,1.0,0.0,0.0
德,清,0,dé,qīng,tɤ,tɕʰiŋ,0.5,0.5,0.5,0.0,1.0,1.0,0.0
培,肃,0,péi,sù,pʰej,su,1.0,0.5,0.5,0.5,1.0,1.0,0.5
全,珍,0,quán,zhēn,tɕʰɥan,tʂən,0.0,0.0,0.0,0.0,1.0,1.0,0.0
耐,芳,0,nai,fāng,naj,faŋ,0.5,0.0,0.0,0.0,1.0,0.5,0.5
雪,琴,0,xuě,qín,ɕɥɛ,tɕʰin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
代,蒂,0,dài,dì,taj,ti,1.0,0.5,0.0,0.0,1.0,1.0,0.0
庭,芸,0,tíng,yún,tʰiŋ,yn,0.0,1.0,0.0,0.5,0.5,1.0,0.0
禹,谷,0,yǔ,gǔ,y,ku,1.0,1.0,0.5,1.0,0.5,1.0,1.0
曙,碧,0,shǔ,bì,ʂu,pi,1.0,1.0,0.5,0.5,1.0,1.0,0.5
燕,丽,0,yàn,lì,jɛn,li,0.5,0.5,0.0,0.0,0.5,0.0,0.0
树,政,0,shù,zhèng,ʂu,tʂəŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
岫,玲,0,xiù,líng,ɕjəw,liŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.0
宗,温,0,zōng,wēn,tsuŋ,wən,0.0,0.5,0.5,0.5,0.5,1.0,0.0
书,筠,0,shū,jūn,ʂu,tɕyn,0.5,1.0,0.5,1.0,1.0,1.0,0.0
碧,霖,0,bì,lín,pi,lin,0.5,1.0,0.0,0.0,1.0,0.5,0.5
怡,0,0,yí,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
厚,修,0,hòu,xiū,xow,ɕjəw,1.0,0.0,0.5,0.5,1.0,1.0,0.5
作,丁,0,zuò,dīng,tswo,tiŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
玲,娣,0,líng,dì,liŋ,ti,0.5,1.0,0.0,0.0,1.0,0.5,0.0
怡,曾,0,yí,céng,i,tsʰəŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
琪,华,0,qí,huá,tɕʰi,xwa,1.0,0.5,0.0,0.0,1.0,1.0,0.5
世,和,0,shì,hé,ʂʅ,xɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.5
必,0,0,bì,0,pi,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
秀,锦,0,xiù,jǐn,ɕjəw,tɕin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
永,钰,0,yǒng,yù,yŋ,y,0.5,1.0,0.0,1.0,0.0,0,0
友,清,0,yǒu,qīng,jəw,tɕʰiŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
美,文,0,měi,wén,mej,wən,0.5,0.0,0.0,0.0,0.5,0.0,1.0
吟,秋,0,yín,qiū,in,tɕʰjəw,0.5,0.5,0.0,0.0,0.5,1.0,0.0
守,柔,0,shǒu,róu,ʂow,ʐow,1.0,0.0,1.0,1.0,1.0,1.0,0.0
芷,苓,0,zhǐ,líng,tʂʅ,liŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.0
雪,芬,0,xuě,fēn,ɕɥɛ,fən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
荧,0,0,yíng,0,iŋ,0,0.0,1.0,0.0,0.0,0.0,0,0
炳,玉,0,bǐng,yù,piŋ,y,0.5,1.0,0.0,0.5,0.5,1.0,1.0
康,志,0,kāng,zhì,kʰaŋ,tʂʅ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
化,泉,0,huà,quán,xwa,tɕʰɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
婉,如,0,wǎn,rú,wan,ʐu,0.5,0.5,0.5,0.5,0.5,1.0,0.0
方,0,0,fāng,0,faŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
杨,0,0,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
子,琦,0,zǐ,qí,tsɿ,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
韬,0,0,tāo,0,tʰaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
之,珍,0,zhī,zhēn,tʂʅ,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
迪,新,0,dí,xīn,ti,ɕin,0.5,1.0,0.0,0.0,1.0,1.0,0.0
淑,娟,0,shū,juān,ʂu,tɕɥan,0.5,0.5,0.5,0.5,1.0,1.0,0.0
嫈,0,0,yīng,0,iŋ,0,0.0,1.0,0.0,0.0,0.0,0,0
明,华,0,míng,huá,miŋ,xwa,0.5,0.5,0.0,0.0,1.0,0.5,1.0
继,胜,0,jì,shèng,tɕi,ʂəŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
宜,玉,0,yí,yù,i,y,1.0,1.0,0.0,0.5,0.0,0,0
敏,英,0,mǐn,yīng,min,iŋ,0.0,1.0,0.0,0.0,0.5,0.0,1.0
志,珍,0,zhì,zhēn,tʂʅ,tʂən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
品,清,0,pǐn,qīng,pʰin,tɕʰiŋ,0.0,1.0,0.0,0.0,1.0,1.0,0.5
明,治,0,míng,zhì,miŋ,tʂʅ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
依,白,0,yī,bái,i,paj,1.0,0.5,0.0,0.0,0.5,1.0,1.0
丽,珠,0,lì,zhū,li,tʂu,1.0,1.0,0.5,0.5,1.0,0.5,0.0
黛,莲,0,dài,lián,taj,ljɛn,0.5,0.0,0.0,0.0,1.0,0.5,0.0
立,品,0,lì,pǐn,li,pʰin,0.5,1.0,0.0,0.0,1.0,0.5,0.5
子,衡,0,zǐ,héng,tsɿ,xəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
群,英,0,qún,yīng,tɕʰyn,iŋ,0.0,1.0,0.0,0.5,0.5,1.0,0.0
子,0,0,zǐ,0,tsɿ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
明,河,0,míng,hé,miŋ,xɤ,0.5,0.5,0.5,0.0,1.0,0.5,1.0
秋,月,0,qiū,yuè,tɕʰjəw,ɥɛ,1.0,0.0,0.0,0.0,0.5,1.0,0.0
桓,英,0,huán,yīng,xwan,iŋ,0.0,0.5,0.0,0.0,0.5,1.0,1.0
寊,0,0,zhēn,0,tʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
光,美,0,guāng,měi,kwaŋ,mej,0.5,0.0,0.0,0.0,1.0,0.5,1.0
学,俭,0,xué,jiǎn,ɕɥɛ,tɕjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
于,畊,0,yú,gēng,y,kəŋ,0.5,0.5,0.0,0.5,0.5,1.0,1.0
勋,0,0,xūn,0,ɕyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
世,芳,0,shì,fāng,ʂʅ,faŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
芍,庭,0,sháo,tíng,ʂaw,tʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
陆,琳,0,lù,lín,lu,lin,0.5,1.0,0.5,0.5,1.0,0.0,0.0
玉,芝,0,yù,zhī,y,tʂʅ,1.0,0.5,0.0,0.5,0.5,1.0,0.0
世,勤,0,shì,qín,ʂʅ,tɕʰin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
贵,文,0,guì,wén,kwej,wən,0.5,0.0,0.0,0.0,0.5,1.0,1.0
翠,芬,0,cuì,fēn,tsʰwej,fən,0.5,0.0,0.0,0.0,1.0,1.0,0.5
永,光,0,yǒng,guāng,yŋ,kwaŋ,0.0,0.5,0.0,0.5,0.5,1.0,1.0
训,明,0,xùn,míng,ɕyn,miŋ,0.0,1.0,0.0,0.5,1.0,0.5,0.5
慕,华,0,mù,huá,mu,xwa,1.0,0.5,0.5,0.5,1.0,0.5,1.0
元,梓,0,yuán,zǐ,ɥan,tsɿ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
水,招,0,shuǐ,zhāo,ʂwej,tʂaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
俊,亭,0,jùn,tíng,tɕyn,tʰiŋ,0.0,1.0,0.0,0.5,1.0,1.0,0.0
文,0,0,wén,0,wən,0,0.0,0.0,0.0,0.0,0.0,0,0
月,珍,0,yuè,zhēn,ɥɛ,tʂən,0.5,0.0,0.0,0.0,0.5,1.0,0.0
其,坤,0,qí,kūn,tɕʰi,kʰwən,0.5,0.5,0.0,0.0,1.0,1.0,0.5
黛,英,0,dài,yīng,taj,iŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
南,孙,0,nán,sūn,nan,swən,0.0,0.0,0.0,0.0,1.0,0.5,0.0
瑞,玉,0,ruì,yù,ʐwej,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
茹,0,0,rú,0,ʐu,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
千,鹤,0,qiān,hè,tɕʰjɛn,xɤ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
天,流,0,tiān,liú,tʰjɛn,ljəw,0.5,0.0,0.0,0.0,1.0,0.5,0.0
独,伊,0,dú,yī,tu,i,1.0,1.0,0.5,0.5,0.5,1.0,0.0
耀,梅,0,yào,méi,jaw,mej,1.0,0.0,0.0,0.0,0.5,0.0,1.0
力,群,0,lì,qún,li,tɕʰyn,0.5,1.0,0.0,0.5,1.0,0.5,0.0
世,君,0,shì,jūn,ʂʅ,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
维,世,0,wéi,shì,wej,ʂʅ,1.0,0.0,0.0,0.0,0.5,1.0,0.0
景,兰,0,jǐng,lán,tɕiŋ,lan,0.0,0.5,0.0,0.0,1.0,0.5,0.0
